date revenue price type distance size_length size_width size_height
2024-06-20 335934.51 3300.85 roofing 18.46 89.19 15.44 24.53
2024-08-09 1032213.45 1659.69 roofing 188.45 93.76 88.95 24.81
2023-07-25 1158701.64 3878.69 drywall 103.85 92.06 37.58 28.73
2023-05-10 443471.36 697.82 roofing 84.84 65.36 69.97 45.92
2024-07-01 280422.82 4850.61 roofing 163.12 64.83 7.41 40.24
2024-08-11 484051.88 2296.26 door 167.99 43.31 70.55 23.11
2024-12-24 357701.39 1218.45 lumber 69.78 76.48 35.03 36.22
2023-10-29 20810.98 413.81 flooring 140.26 55.47 10.30 29.73
2023-09-29 292709.90 890.30 flooring 155.37 69.36 62.93 25.13
2024-07-20 102605.73 2622.88 flooring 132.66 45.70 27.88 10.42
2023-09-06 381913.34 1718.17 siding 34.56 74.49 41.75 23.73
2024-11-10 169114.06 4152.97 insulation 175.80 83.32 12.66 13.05
2024-09-18 108552.71 2182.89 lumber 110.12 18.91 18.98 45.83
2023-11-10 188753.45 1281.14 flooring 60.08 84.13 33.31 17.43
2024-07-02 337649.32 3104.87 roofing 87.92 56.33 13.53 47.66
2024-07-04 2257139.86 3548.55 roofing 12.33 85.24 91.53 27.12
2023-03-17 23696.46 876.86 flooring 29.93 45.97 5.57 31.95
2024-10-20 152243.97 879.72 drywall 154.28 41.01 50.97 27.60
2024-01-04 9512.55 231.52 flooring 5.00 91.93 16.71 7.34
2024-08-26 212295.88 3695.19 roofing 86.23 28.86 34.23 19.42
2023-08-22 465528.45 3335.83 siding 106.89 85.20 92.98 5.86
2024-10-15 235998.45 2399.42 window 15.65 50.98 20.36 31.52
2023-10-12 1513332.25 4228.64 window 194.75 53.84 96.75 22.90
2023-01-08 401079.11 4038.07 lumber 49.09 34.30 24.55 39.12
2024-10-22 469795.64 2947.50 lumber 64.32 59.44 75.45 11.80
2023-03-08 244399.42 4347.94 flooring 64.27 35.90 56.93 9.06
2023-08-22 51499.22 1068.91 door 49.93 8.73 89.03 20.91
2024-11-24 152398.05 604.00 flooring 5.29 30.84 57.63 46.40
2024-11-24 44733.10 1385.26 drywall 147.22 5.61 55.78 35.81
2024-02-23 49166.07 332.58 flooring 193.53 97.94 23.57 21.53
2024-04-06 429513.28 2679.29 lumber 48.74 96.75 20.79 26.35
2023-11-24 282014.66 4686.20 window 134.29 42.54 92.07 5.13
2023-08-03 98693.08 244.75 roofing 149.67 74.20 36.14 49.24
2023-08-28 100070.93 654.44 flooring 170.44 37.85 40.35 33.65
2024-05-05 546560.36 2288.39 roofing 87.41 68.75 77.18 14.98
2024-07-03 1262571.86 4672.68 roofing 64.07 81.52 37.19 29.70
2024-07-31 281744.88 1614.97 door 68.43 94.94 95.45 6.36
2024-07-30 1201245.63 2560.81 roofing 143.96 43.02 75.10 48.33
2023-03-08 33953.03 255.79 window 164.27 79.41 61.76 9.56
2023-12-27 210148.04 784.30 siding 40.41 30.26 88.69 32.75
2023-02-12 184785.91 4933.82 siding 77.33 99.08 9.71 13.03
2024-02-06 113119.83 4827.34 insulation 180.88 7.45 29.42 36.16
2023-11-19 27658.83 74.45 drywall 162.31 62.34 49.18 39.06
2024-10-10 872210.00 4761.47 flooring 197.05 67.65 26.56 34.00
2023-09-14 1599130.33 3213.64 drywall 152.08 70.36 75.67 31.11
2023-03-27 884328.04 4346.20 window 81.67 16.44 92.32 44.73
2023-04-15 141921.80 2300.96 roofing 120.17 94.16 45.26 4.85
2024-07-09 111697.30 2602.20 siding 133.90 22.21 37.50 17.21
2024-03-27 606147.63 2469.79 drywall 20.30 64.16 96.35 13.17
2023-03-15 614328.78 3350.98 window 111.18 26.15 47.26 49.41
2023-03-03 76858.89 741.27 siding 143.32 34.19 51.46 20.08
2024-05-26 49937.38 198.37 roofing 37.63 56.91 38.41 36.90
2023-02-23 666812.43 1574.25 drywall 157.22 44.63 91.41 34.55
2024-08-22 144182.77 3538.17 siding 118.84 20.22 59.05 11.39
2024-05-30 64103.73 1049.17 flooring 190.68 21.24 77.41 12.71
2023-03-01 554588.49 3383.49 lumber 13.27 44.72 82.12 14.78
2023-03-03 889980.30 4851.06 flooring 56.74 76.94 37.48 21.15
2024-12-21 81079.03 514.81 insulation 122.30 90.31 46.20 12.48
2023-10-01 22638.56 3379.38 insulation 62.83 12.99 85.60 1.96
2023-09-28 496234.59 2246.56 siding 144.31 42.34 39.51 44.09
2024-08-16 736158.42 4347.30 lumber 153.01 14.52 80.42 48.31
2024-11-22 30610.41 926.89 window 24.99 6.58 94.39 17.74
2024-12-20 800511.46 3478.50 flooring 105.20 67.86 64.20 17.59
2024-07-03 78143.62 4198.67 window 104.23 62.23 75.45 1.35
2023-10-02 813474.01 4725.84 lumber 77.01 20.49 81.48 34.33
2023-03-02 987630.53 3432.08 window 186.92 27.21 85.28 41.45
2024-07-21 17303.59 2511.02 lumber 166.36 7.25 42.53 8.18
2024-02-12 67259.90 3108.34 siding 140.96 84.32 9.87 8.82
2023-11-06 2184612.88 4351.08 window 144.29 97.60 43.18 39.71
2024-10-23 332323.31 2874.52 flooring 95.03 17.87 69.01 31.20
2023-03-23 1490.74 200.42 roofing 184.59 26.99 47.78 3.20
2023-12-26 2937280.65 4658.20 insulation 140.45 87.50 76.15 31.50
2023-01-09 607463.54 3463.16 roofing 147.15 93.01 38.91 16.14
2023-12-09 568250.51 3398.74 window 173.03 44.86 65.30 19.07
2023-02-11 29954.41 1117.59 roofing 58.44 9.81 22.71 38.72
2023-03-28 267966.80 3311.48 flooring 162.38 8.74 76.19 40.74
2023-03-27 420193.59 1999.63 flooring 43.07 59.53 56.84 20.62
2024-04-18 478616.19 3273.60 window 72.34 42.33 24.39 47.41
2024-06-28 10107.20 577.64 siding 70.44 7.72 32.73 20.92
2024-03-01 1772547.59 3306.33 roofing 195.81 60.41 76.12 38.82
2024-12-03 111971.75 4997.10 siding 172.02 6.07 50.85 24.71
2023-10-01 79424.78 288.65 siding 141.73 79.80 25.52 44.98
2023-07-28 2205338.06 4887.01 lumber 146.78 34.11 96.89 45.48
2024-09-26 20040.44 2064.19 door 114.60 8.82 72.94 5.28
2023-06-13 3585973.11 4360.23 window 189.68 60.89 95.93 46.89
2024-12-04 950779.67 3922.81 insulation 101.77 42.78 45.57 41.45
2023-01-09 1670746.77 2856.73 flooring 79.20 97.51 50.13 39.77
2024-12-09 619091.82 3705.32 flooring 36.79 56.70 90.31 10.84
2023-02-01 911451.68 4398.65 window 158.31 31.15 54.88 40.45
2024-10-12 1375379.89 2050.49 lumber 148.22 72.40 72.19 42.66
2024-01-21 68130.06 1668.81 drywall 79.95 30.79 28.96 15.17
2024-12-25 2074134.47 3354.59 drywall 9.91 90.90 47.44 47.66
2023-02-23 26805.99 4048.84 drywall 168.60 40.60 16.73 3.44
2024-02-09 137573.69 3823.31 lumber 7.23 57.24 24.57 8.35
2024-12-08 15386.88 3999.18 insulation 142.22 9.80 5.09 27.34
2024-01-17 74996.04 2206.14 flooring 194.20 45.48 8.73 29.21
2024-04-04 3301575.53 4098.28 window 90.34 84.07 97.84 32.61
2024-05-22 8962.57 645.03 lumber 50.82 81.54 28.02 1.83
2023-11-28 709546.83 2745.22 flooring 142.45 26.31 68.01 48.06
2024-04-03 -131.33 78.51 siding 164.34 26.48 84.71 3.18
2024-03-02 188720.78 1656.70 roofing 111.55 82.64 57.31 8.01
2024-10-19 15922.57 1863.98 roofing 193.57 93.39 19.55 1.69
2023-02-03 184269.45 2011.05 lumber 15.08 14.06 74.17 28.78
2023-07-25 1451207.46 3492.56 flooring 103.44 47.76 62.02 46.68
2024-11-24 548899.60 1973.36 door 145.10 37.06 74.47 33.63
2024-10-11 1930393.03 2271.03 insulation 173.21 87.72 78.13 41.31
2023-11-29 8676.95 1225.84 drywall 39.95 12.93 97.66 1.65
2024-03-28 232695.49 1897.60 insulation 161.00 25.06 59.49 27.56
2023-07-22 238401.37 1174.98 insulation 112.78 76.48 37.46 23.52
2023-05-18 21365.48 412.32 lumber 82.33 9.87 66.60 25.45
2023-12-05 25116.36 3037.07 siding 30.68 51.79 11.50 4.54
2023-09-15 1475257.94 3357.65 insulation 173.73 47.00 90.25 34.54
2024-03-02 144074.78 3116.48 roofing 35.67 36.77 16.34 25.66
2023-02-26 417260.71 2344.30 siding 65.41 42.48 36.15 38.49
2024-12-12 658129.73 1929.94 window 61.56 55.34 82.50 24.78
2024-12-20 133588.66 4323.50 insulation 174.93 20.33 61.74 8.32
2024-05-24 648426.27 2619.45 insulation 136.18 59.34 42.40 32.76
2024-01-27 278655.67 2421.95 window 160.35 81.52 49.98 9.45
2023-08-14 160118.68 176.93 insulation 53.84 77.22 86.18 43.75
2024-08-17 117446.18 1739.18 window 126.85 19.62 37.30 31.04
2024-05-14 83431.25 1931.97 siding 116.49 19.18 87.62 8.70
2023-04-29 118013.68 2024.17 roofing 167.40 30.48 13.37 48.15
2024-10-26 715462.70 2921.85 window 181.69 39.30 78.80 26.40
2024-08-23 139612.92 2691.33 door 7.37 43.80 85.52 4.57
2024-11-24 450735.33 3059.13 lumber 136.43 69.57 22.27 31.71
2024-06-13 76007.80 3836.17 lumber 15.11 10.38 45.88 13.41
2024-03-23 85096.09 4074.28 window 112.03 8.29 20.72 40.38
2023-11-02 1355542.58 3604.71 lumber 61.09 42.23 72.13 41.07
2024-11-11 2797677.26 4779.84 insulation 64.82 71.23 55.86 48.97
2024-09-24 17841.48 140.25 drywall 73.83 23.38 65.36 25.59
2023-02-03 111870.37 1019.10 drywall 126.15 65.94 23.67 23.29
2023-01-20 8230.65 87.44 lumber 70.14 29.68 25.12 37.92
2023-10-02 54529.40 3255.00 siding 147.88 89.18 8.94 7.49
2024-08-14 1205123.03 4495.25 flooring 83.88 90.09 35.60 27.80
2024-12-21 204822.35 1255.24 siding 18.33 33.24 58.18 27.77
2023-04-20 171426.89 4638.82 flooring 157.83 26.85 86.50 5.38
2024-03-09 69123.08 348.32 drywall 60.72 44.07 68.36 21.48
2023-10-06 777829.17 4675.46 drywall 89.39 27.85 46.36 42.81
2024-12-09 1523071.98 1790.53 window 138.66 68.88 95.55 42.95
2024-09-06 60603.19 552.03 roofing 69.83 83.48 73.33 5.86
2024-09-03 259300.20 2455.07 door 16.03 68.94 93.37 5.45
2023-12-09 253552.52 1321.04 siding 77.91 83.31 55.12 13.87
2023-10-30 241615.71 1460.12 insulation 189.17 42.71 29.60 43.86
2023-07-19 6886.58 1571.09 flooring 130.14 19.85 10.02 7.32
2023-02-11 2436731.00 4024.98 lumber 135.94 75.11 73.98 36.28
2024-09-23 29875.89 2718.85 insulation 128.30 39.25 16.52 5.96
2024-08-16 351968.74 1590.97 roofing 43.80 68.77 33.76 31.53
2024-12-30 290702.64 3071.15 flooring 86.58 30.71 55.58 18.45
2024-12-28 318790.18 3594.95 siding 151.43 12.72 58.62 39.66
2024-02-10 323306.65 1399.49 window 24.77 99.30 62.06 12.45
2024-07-15 84424.05 2097.07 insulation 59.18 19.84 20.79 32.32
2024-11-20 100117.00 653.34 roofing 58.88 98.90 41.08 12.55
2024-09-12 640019.30 946.69 siding 89.24 97.84 63.63 35.97
2023-06-30 3516071.17 3421.53 drywall 196.17 80.41 97.13 43.81
2023-11-25 104747.20 948.12 drywall 18.16 67.65 74.12 7.21
2023-04-05 1919823.79 2649.56 siding 106.15 59.89 92.65 43.46
2024-11-27 2175861.27 3559.78 siding 39.98 87.28 77.41 30.09
2024-03-18 23253.22 579.04 siding 194.28 32.50 61.21 7.23
2023-06-16 216502.56 2858.20 flooring 27.09 49.43 23.24 21.95
2024-05-05 154915.52 1319.99 siding 83.70 63.84 68.34 8.88
2024-03-27 1446590.08 4816.49 insulation 148.89 44.06 64.22 35.32
2023-09-19 795029.34 2443.55 roofing 142.39 45.61 62.23 38.18
2023-03-24 140152.93 4039.66 flooring 87.43 36.38 51.53 6.18
2024-05-05 698530.55 2773.62 siding 72.57 58.60 55.22 25.80
2024-01-15 103369.26 264.89 door 82.53 85.80 36.77 40.92
2024-07-17 589608.97 3184.10 lumber 56.53 24.15 54.33 46.87
2024-01-15 833864.70 4759.45 door 45.04 93.77 23.77 26.16
2024-09-14 2486646.43 3027.98 roofing 99.19 70.46 81.49 47.56
2024-02-07 634487.39 4104.98 drywall 57.36 83.21 22.65 27.25
2024-02-14 203366.78 4426.82 window 61.06 57.84 13.07 20.32
2024-10-01 553120.03 1178.99 window 133.07 79.05 46.44 42.56
2023-10-22 34821.84 1099.62 lumber 193.86 6.54 67.54 25.16
2023-04-08 858104.06 3074.36 drywall 122.71 82.75 46.58 24.12
2023-01-22 44636.24 2084.59 flooring 20.01 8.81 31.29 25.03
2024-07-05 2791957.36 4207.31 flooring 19.74 89.54 58.03 42.49
2024-03-28 2126501.87 4505.11 flooring 190.53 99.24 37.97 41.77
2024-05-28 347507.55 1799.44 window 62.97 32.94 93.62 20.77
2023-06-05 147962.07 1222.51 door 22.95 24.98 92.65 17.33
2023-04-10 1206960.11 3913.60 window 121.81 77.71 52.73 25.10
2023-01-11 128526.05 1410.29 insulation 126.61 29.04 36.15 29.07
2023-09-13 1026440.07 4121.94 siding 131.46 87.23 75.03 12.68
2024-03-06 31488.72 2147.50 flooring 57.14 14.77 8.49 39.90
2023-10-14 213890.12 3354.37 door 7.95 16.97 50.10 24.84
2023-11-16 96337.09 522.90 roofing 193.18 98.02 36.95 17.37
2024-10-22 377661.92 3138.10 lumber 53.92 69.01 92.45 6.23
2023-09-12 44634.06 2286.25 roofing 136.83 85.45 6.14 12.70
2024-01-11 867317.83 2953.71 siding 142.79 35.81 57.52 47.51
2024-07-26 219713.34 881.67 door 123.95 69.27 75.36 15.95
2023-10-17 322779.49 3697.53 window 66.02 61.45 51.08 9.27
2024-03-30 250049.24 4320.85 window 57.86 62.30 13.11 23.57
2024-09-21 368889.82 1122.86 insulation 121.55 69.84 97.38 16.05
2024-11-24 11862.08 523.79 insulation 173.89 59.66 54.21 2.72
2023-04-18 22380.62 167.01 window 189.61 45.76 63.35 16.83
2024-11-07 230304.29 3227.76 roofing 25.65 31.21 27.48 27.66
2023-12-26 1024301.44 3055.12 lumber 35.19 78.02 50.93 28.03
2023-07-08 181909.69 2756.15 flooring 189.22 26.50 45.77 18.47
2023-12-02 69931.35 1198.14 roofing 148.62 70.77 12.12 22.92
2024-12-16 117089.34 1984.98 lumber 177.18 27.17 15.09 48.31
2023-12-26 955096.66 2992.66 insulation 44.51 64.41 84.56 19.49
2023-08-28 217917.21 2509.00 siding 119.58 75.97 27.78 13.65
2024-04-07 115664.88 4939.54 lumber 141.72 25.78 23.52 12.93
2023-06-25 26266.47 725.38 window 137.62 10.69 52.97 23.43
2023-02-25 546279.20 3490.97 insulation 84.59 17.44 78.03 38.22
2023-04-05 48306.17 2051.38 insulation 8.00 62.57 10.88 11.09
2023-04-04 1195884.83 2169.59 flooring 118.67 85.70 59.80 35.76
2023-04-21 2610.29 3602.11 window 54.35 9.27 16.32 2.04
2023-04-12 142558.30 3477.56 flooring 92.80 74.74 8.46 21.53
2024-04-12 214319.55 4956.72 window 191.73 37.43 10.01 39.02
2023-05-13 155842.25 685.55 flooring 82.81 50.46 84.25 17.60
2023-09-10 71428.23 565.34 lumber 168.76 93.24 16.21 28.62
2024-10-16 40874.50 3635.48 roofing 41.77 36.54 9.29 11.04
2023-12-12 750290.17 2913.02 siding 136.13 49.21 46.60 37.36
2024-05-02 4882.18 1407.10 siding 195.52 6.30 85.18 3.56
2023-05-06 21747.94 443.13 window 24.87 12.75 29.93 42.77
2023-05-21 20988.97 474.01 door 6.62 29.57 45.06 10.71
2023-01-30 38779.40 4476.24 drywall 89.55 7.65 8.79 43.85
2023-05-04 170151.15 999.74 insulation 23.06 64.98 47.66 18.27
2023-07-23 491578.06 1650.69 insulation 150.93 45.51 59.87 36.41
2023-05-10 196082.72 1171.95 window 183.34 57.07 59.24 16.64
2023-03-06 195350.27 1807.23 lumber 89.63 21.59 36.58 45.39
2023-03-30 10496.82 393.65 flooring 55.45 33.11 34.98 7.21
2023-12-03 78215.47 2619.35 door 89.71 68.06 15.13 9.75
2023-05-31 112810.91 384.68 roofing 146.07 96.70 39.85 25.16
2023-09-23 9965.75 4011.76 flooring 6.77 9.79 14.45 5.01
2024-01-03 267980.84 1206.87 flooring 119.94 89.59 77.83 10.60
2024-05-18 2237621.25 2723.06 window 124.59 59.80 96.80 47.24
2023-01-29 3678804.89 4406.39 window 129.35 58.57 97.16 48.85
2024-08-06 877621.24 3271.84 lumber 52.19 52.53 87.18 19.44
2024-04-03 267123.46 2688.14 insulation 144.24 11.59 62.08 46.24
2023-03-01 134159.73 1655.45 window 22.82 13.54 71.58 27.70
2024-09-29 145004.53 1698.36 window 43.86 62.09 32.09 14.22
2024-11-03 865780.53 3363.96 window 176.11 37.39 64.92 35.42
2023-02-14 2210641.93 4970.99 lumber 149.05 92.14 48.29 33.29
2023-07-22 1096102.28 3326.10 insulation 7.68 43.63 50.79 49.47
2024-08-11 168035.80 2811.03 roofing 53.43 18.61 76.99 13.99
2024-06-30 866791.24 3666.72 roofing 46.81 72.90 31.78 33.93
2023-05-15 29513.69 2352.77 drywall 57.81 32.87 35.21 3.55
2023-06-02 36602.40 347.70 drywall 53.27 54.92 92.84 6.57
2023-09-28 7829.57 2833.37 window 17.19 71.29 10.34 1.19
2023-12-20 3328221.52 4790.25 drywall 94.49 90.53 51.14 49.97
2024-03-27 821414.55 917.75 insulation 147.88 80.26 91.72 40.31
2023-09-27 1795636.15 3465.52 lumber 123.31 69.25 62.98 39.55
2023-12-04 323824.66 1044.62 roofing 136.21 69.57 56.91 25.98
2024-06-29 347966.83 2702.35 flooring 20.82 94.86 28.73 15.70
2023-01-27 13949.01 528.55 roofing 190.54 33.10 37.61 8.41
2023-07-04 41882.49 2279.34 roofing 168.51 5.11 85.94 14.95
2024-06-04 395539.45 3793.01 insulation 161.99 30.84 58.13 19.42
2024-10-15 279401.68 1770.48 drywall 165.48 25.70 53.90 38.06
2024-01-09 268079.20 3341.31 flooring 186.88 67.87 14.46 27.44
2024-01-24 24404.29 3987.48 insulation 111.13 65.20 6.52 4.80
2023-03-20 155416.68 4639.53 window 44.05 61.38 96.55 1.88
2023-11-23 5877.27 1211.48 lumber 125.27 6.54 40.81 6.01
2024-01-24 593214.12 2026.61 siding 149.86 74.23 62.31 21.11
2023-06-27 48084.92 804.46 roofing 148.89 35.74 12.57 46.73
2023-07-16 2289264.84 4962.79 siding 106.68 68.18 69.90 32.23
2023-10-03 3042828.34 4638.65 lumber 18.35 57.87 93.59 40.29
2023-01-15 438914.47 2722.79 lumber 77.37 37.56 59.69 23.85
2023-08-24 69404.62 4218.06 insulation 184.55 17.78 16.98 18.72
2023-06-04 41294.90 2628.74 insulation 118.97 13.97 60.26 6.31
2023-08-28 2704690.41 3136.75 insulation 109.97 83.99 77.80 43.92
2023-03-29 238232.99 491.17 siding 57.43 92.25 43.61 39.37
2024-10-12 621571.33 3788.59 insulation 76.85 66.73 88.58 9.24
2024-03-09 52346.40 682.18 lumber 179.59 14.83 66.62 26.10
2024-05-10 1206004.66 4139.03 window 134.96 43.19 90.43 24.88
2024-07-30 1776046.44 3921.04 insulation 158.54 74.25 64.23 31.63
2023-12-30 697908.76 3558.29 door 93.60 79.08 17.47 47.36
2023-03-05 11319.36 228.99 drywall 127.90 16.23 34.42 29.41
2024-01-28 15464.34 1550.49 siding 53.43 5.00 24.17 27.47
2024-03-04 91845.19 1352.41 door 142.56 72.65 91.34 3.47
2024-06-28 67934.23 1832.68 insulation 88.38 38.88 77.24 4.08
2023-11-12 29556.96 483.83 lumber 91.30 29.18 69.26 10.18
2023-04-04 5151.20 4687.94 window 131.62 6.23 33.59 2.59
2023-07-27 395571.25 2791.32 roofing 187.57 56.33 22.48 37.42
2023-09-23 1135084.64 1562.35 flooring 17.48 85.86 76.86 36.44
2024-04-16 221816.82 2015.06 drywall 165.82 95.98 50.05 7.67
2024-02-21 445080.37 2263.65 flooring 62.01 58.75 26.45 41.97
2023-09-17 266831.89 3022.94 insulation 91.56 53.87 63.58 8.58
2024-12-21 17517.74 2602.61 drywall 9.27 13.08 8.83 15.76
2024-03-18 374433.52 4600.99 drywall 63.70 57.14 35.99 13.20
2023-06-23 294349.73 2509.97 window 103.01 41.10 49.51 19.24
2023-03-16 240207.29 4961.18 drywall 15.95 62.68 19.06 13.48
2023-04-22 1318666.50 4264.55 siding 100.76 41.93 98.54 24.96
2023-06-29 44801.02 1082.13 door 185.79 27.83 24.86 20.96
2023-04-28 168749.46 4656.45 door 25.55 14.02 17.38 49.34
2023-05-17 3623.47 626.01 door 154.07 34.92 24.34 3.74
2023-07-28 108075.82 4096.38 siding 84.89 14.18 78.06 7.97
2023-05-07 22217.10 1934.09 flooring 132.76 21.81 45.42 3.59
2024-10-16 2425539.08 4395.97 window 55.75 98.80 58.71 31.67
2023-02-28 17414.36 4346.88 drywall 36.10 47.19 7.00 3.67
2024-01-18 234107.56 4039.33 siding 36.29 55.53 8.27 41.99
2023-10-27 1294397.62 3960.65 door 18.75 87.99 47.35 26.08
2024-12-18 1035999.53 1558.16 insulation 41.20 99.58 82.58 26.82
2023-03-23 208442.11 450.55 roofing 134.52 60.36 89.10 28.52
2023-10-18 62549.44 2044.75 drywall 176.93 82.19 13.24 9.37
2024-12-08 58396.91 908.95 siding 163.75 36.06 56.14 10.69
2024-09-23 544142.34 3490.01 lumber 138.60 34.05 91.76 16.62
2024-08-19 288116.76 1763.19 siding 26.53 43.26 41.86 30.08
2023-07-08 955098.13 4879.27 window 61.39 68.89 83.81 11.30
2023-05-05 81768.40 3222.81 window 65.41 69.81 17.70 6.70
2024-05-03 1971682.05 4121.28 siding 53.74 34.95 93.86 48.54
2024-11-09 5662.87 706.00 door 105.43 17.65 76.39 2.08
2024-02-11 3214829.52 4316.97 roofing 109.43 65.08 94.43 40.33
2024-02-22 655089.39 4617.65 drywall 74.59 17.19 69.28 39.61
2023-07-24 271569.93 2460.96 window 73.99 59.96 39.52 15.56
2024-07-15 464496.59 3050.95 drywall 166.57 70.88 94.13 7.65
2023-05-17 207512.38 3835.81 door 158.91 71.56 31.18 8.14
2023-08-25 272349.05 915.45 drywall 65.02 76.58 36.56 35.17
2023-11-07 1559037.33 2537.70 insulation 183.19 87.92 71.58 32.50
2024-01-06 973568.89 2023.38 window 190.80 52.50 77.71 39.35
2023-06-26 762577.38 774.55 door 68.71 74.37 93.29 46.94
2023-03-25 306051.58 1869.30 door 74.11 63.82 24.46 34.90
2024-03-21 18000.49 387.45 roofing 103.60 22.73 80.81 8.64
2023-07-30 438.33 177.77 roofing 188.52 7.44 75.16 12.93
2024-02-29 31543.00 719.07 insulation 175.88 32.03 11.06 42.27
2023-04-23 320449.98 4817.42 door 25.00 47.09 41.79 11.26
2023-12-18 75630.68 2770.17 flooring 81.58 63.63 31.86 4.55
2024-01-24 1495628.97 4830.82 door 112.91 85.75 33.93 35.46
2023-02-07 316855.85 2190.86 roofing 103.11 23.64 98.38 20.72
2023-09-03 248352.35 1593.49 flooring 42.80 16.93 66.06 46.08
2023-04-09 1782630.50 2555.40 window 172.47 96.53 73.18 32.86
2023-02-16 52048.96 2225.58 window 137.00 15.26 97.78 5.43
2024-12-23 168441.59 573.04 drywall 168.39 50.46 40.83 47.44
2023-08-24 648599.06 3222.09 siding 172.46 60.63 81.17 13.67
2024-08-14 153338.65 1119.39 roofing 150.93 56.43 46.28 17.52
2023-07-05 223607.35 3116.96 siding 90.65 13.17 87.61 20.71
2024-05-12 6845.24 3268.50 flooring 124.06 10.42 22.16 3.51
2024-07-08 86622.09 802.52 roofing 36.27 15.02 95.03 25.33
2024-03-10 11829.99 353.68 insulation 136.36 60.63 25.78 7.04
2023-12-11 494921.59 3914.77 door 39.95 56.71 35.99 20.65
2023-10-28 264241.92 2326.01 insulation 140.32 27.21 76.84 18.18
2023-09-12 112748.61 337.91 flooring 49.77 65.59 42.41 38.87
2024-11-09 3138438.85 4974.59 roofing 27.92 82.91 62.78 40.36
2024-08-29 3862.20 336.01 lumber 37.23 8.95 47.23 8.52
2024-12-05 785976.03 3490.42 flooring 5.39 52.32 75.53 18.96
2023-04-01 536187.61 4919.21 lumber 145.15 70.48 26.69 19.29
2024-06-17 7087.41 1233.94 door 147.82 28.97 10.55 8.42
2024-11-15 105952.65 754.13 window 105.41 34.24 33.49 40.12
2023-05-13 222019.06 650.86 window 36.47 63.30 50.06 35.65
2023-02-18 91914.19 1551.21 flooring 21.29 90.30 20.96 10.33
2024-06-25 101179.47 550.18 siding 8.73 81.94 38.71 18.97
2024-02-24 168362.38 3476.20 roofing 37.32 60.40 43.00 6.18
2024-09-06 24202.97 358.34 roofing 178.72 74.37 10.45 31.78
2023-04-13 128895.22 2571.64 window 52.10 39.66 60.41 6.95
2024-08-03 4329493.15 4983.65 drywall 74.08 65.89 89.01 49.31
2023-05-28 460313.06 4079.15 insulation 25.54 49.29 19.42 39.25
2023-04-30 266127.93 3095.34 drywall 48.36 23.04 61.79 20.12
2023-04-30 673271.45 1565.96 door 106.25 71.67 68.15 29.35
2024-08-17 1116185.17 3138.28 insulation 123.51 57.86 44.84 45.66
2024-04-30 629950.68 2658.86 insulation 52.84 39.07 71.60 28.15
2024-01-17 251014.08 2159.11 flooring 16.26 91.58 44.02 9.55
2023-09-19 15344.51 697.02 window 81.25 6.99 52.94 19.56
2024-10-02 114413.82 4438.69 drywall 50.67 35.00 5.70 42.31
2023-10-14 164775.51 2276.43 drywall 47.81 10.40 70.71 32.57
2024-08-19 526604.44 1013.38 window 192.17 77.82 67.83 32.89
2023-11-17 150744.33 1870.41 drywall 125.18 71.70 8.65 43.47
2023-10-03 412347.03 2099.94 lumber 113.59 36.48 39.98 44.80
2023-12-04 3890606.12 4146.31 window 86.08 69.19 98.01 46.07
2023-08-09 119114.39 3681.39 flooring 88.64 42.61 44.97 5.65
2024-06-29 1297008.92 3858.06 siding 110.48 76.84 52.68 27.66
2024-01-02 53172.62 104.60 insulation 140.80 48.15 91.44 37.28
2023-06-19 779653.95 2109.96 flooring 141.92 44.17 73.14 38.09
2024-10-18 1272338.25 2432.65 roofing 38.48 93.80 60.30 30.73
2023-10-08 8860.20 145.00 door 102.52 28.83 80.79 9.17
2024-02-01 230088.35 1336.08 siding 85.33 16.44 87.11 40.07
2024-10-23 1217037.19 3813.43 roofing 174.75 60.53 48.40 36.29
2024-03-31 54212.26 728.69 insulation 128.13 97.09 50.14 5.22
2023-03-27 326750.84 2699.79 drywall 108.84 40.89 41.67 23.73
2024-11-17 34272.78 1115.25 window 27.50 10.89 96.84 9.52
2024-04-03 14662.32 110.00 insulation 123.10 37.23 71.23 17.54
2023-09-02 6245.83 1243.95 flooring 27.85 53.06 12.91 1.89
2023-04-12 533456.77 4880.58 door 70.76 20.38 86.98 20.62
2024-08-02 1155967.28 4017.61 flooring 32.85 67.52 50.65 27.94
2024-03-28 519378.75 4799.90 siding 139.95 99.79 11.53 31.36
2024-01-25 680470.80 2464.88 siding 45.22 47.92 57.22 33.51
2024-10-14 128564.92 593.19 door 81.41 38.70 44.63 41.98
2024-07-29 365316.04 2762.40 lumber 179.66 43.07 88.39 11.56
2023-04-21 18170.28 2299.17 roofing 44.84 15.94 24.38 6.90
2023-08-16 4030180.40 4229.57 roofing 104.02 88.91 83.51 42.73
2023-07-01 34078.94 535.51 siding 86.76 44.41 57.98 8.67
2024-06-27 154908.84 2466.79 siding 8.53 41.79 10.19 48.76
2023-01-25 666400.84 792.74 drywall 159.59 67.67 97.33 42.28
2024-02-21 322634.39 1657.15 window 18.46 46.99 53.70 25.54
2024-07-10 1184884.08 3699.92 drywall 97.48 66.58 32.63 49.09
2024-10-02 20851.84 2406.29 drywall 114.33 10.84 49.59 5.77
